# Signal monitoring started at Sat Jul 26 01:57:59 2025
# timestamp,bias_mean,z_mean,state
1753490935.253,5.412844,3.59e-07,bad
1753490935.509,5.412844,3.97e-07,bad
1753490935.764,5.412844,3.87e-07,bad
1753490936.019,5.412844,3.63e-07,bad
1753490936.276,5.412844,3.26e-07,bad
1753490936.534,5.412844,2.88e-07,bad
1753490936.787,5.412844,2.55e-07,bad
1753490937.044,5.412844,2.35e-07,bad
1753490937.301,5.412844,2.29e-07,bad
1753490937.556,5.412844,2.29e-07,bad
1753490937.810,5.412844,2.29e-07,bad
1753490938.051,5.412844,2.29e-07,bad
1753490938.275,5.412844,2.29e-07,bad
1753490938.499,5.412844,2.66e-07,bad
1753490938.755,5.412844,3.04e-07,bad
1753490939.009,5.412844,3.41e-07,bad
1753490939.266,5.412844,3.79e-07,bad
1753490939.522,5.412844,3.79e-07,bad
1753490939.776,5.412844,3.70e-07,bad
1753490940.033,5.412844,3.47e-07,bad
1753490940.273,5.412844,3.13e-07,bad
1753490940.498,5.412844,2.75e-07,bad
1753490940.721,5.412844,2.48e-07,bad
1753490940.977,5.412844,2.34e-07,bad
1753490941.236,5.412844,2.33e-07,bad
1753490941.488,5.412844,2.33e-07,bad
1753490941.744,5.412844,2.33e-07,bad
1753490942.000,5.412844,2.33e-07,bad
1753490942.254,5.412844,2.33e-07,bad
1753490942.511,5.412844,2.71e-07,bad
1753490942.766,5.412844,3.08e-07,bad
1753490943.027,5.412844,3.46e-07,bad
1753490943.279,5.412844,3.83e-07,bad
1753490943.535,5.412844,3.83e-07,bad
1753490943.790,5.412844,3.73e-07,bad
1753490944.045,5.412844,3.50e-07,bad
1753490944.301,5.412844,3.13e-07,bad
1753490944.544,5.412844,2.76e-07,bad
1753490944.797,5.412844,2.47e-07,bad
1753490945.057,5.412844,2.32e-07,bad
1753490945.277,5.412844,2.29e-07,bad
1753490945.500,5.412844,2.29e-07,bad
1753490945.757,5.412844,2.29e-07,bad
1753490946.013,5.412844,2.29e-07,bad
1753490946.269,5.412844,2.29e-07,bad
1753490946.525,5.412844,2.67e-07,bad
1753490946.781,5.412844,3.04e-07,bad
1753490947.037,5.412844,3.42e-07,bad
1753490947.292,5.412844,3.79e-07,bad
1753490947.552,5.412844,3.79e-07,bad
1753490947.803,5.412844,3.69e-07,bad
1753490948.080,5.412844,3.46e-07,bad
1753490948.316,5.412844,3.09e-07,bad
1753490948.574,5.412844,2.71e-07,bad
1753490948.828,5.412844,2.44e-07,bad
1753490949.085,5.412844,2.29e-07,bad
1753490949.340,5.412844,2.29e-07,bad
1753490949.600,5.412844,2.29e-07,bad
1753490949.850,5.412844,2.29e-07,bad
1753490950.106,5.412844,2.29e-07,bad
1753490950.363,5.342202,2.29e-07,bad
1753490950.620,5.342202,2.66e-07,bad
1753490950.874,5.342202,3.04e-07,bad
1753490951.130,5.342202,3.41e-07,bad
1753490951.369,5.342202,3.79e-07,bad
1753490951.599,5.342202,3.79e-07,bad
1753490951.835,5.342202,3.69e-07,bad
1753490952.073,5.342202,3.47e-07,bad
1753490952.312,5.342202,3.13e-07,bad
1753490952.570,5.342202,2.75e-07,bad
1753490952.826,5.342202,2.48e-07,bad
1753490953.082,5.342202,2.34e-07,bad
1753490953.338,5.342202,2.33e-07,bad
1753490953.593,5.342202,2.33e-07,bad
1753490953.848,5.342202,2.33e-07,bad
1753490954.106,5.342202,2.33e-07,bad
1753490954.360,5.271560,2.33e-07,bad
1753490954.619,5.271560,2.71e-07,bad
1753490954.872,5.271560,3.08e-07,bad
1753490955.131,5.271560,3.46e-07,bad
1753490955.384,5.342202,3.84e-07,bad
1753490955.642,5.342202,3.81e-07,bad
1753490955.896,5.342202,3.66e-07,bad
1753490956.152,5.342202,3.37e-07,bad
1753490956.408,5.342202,2.99e-07,bad
1753490956.665,5.342202,2.62e-07,bad
1753490956.920,5.342202,2.34e-07,bad
1753490957.178,5.342202,2.18e-07,bad
1753490957.430,5.342202,2.15e-07,bad
1753490957.688,5.342202,2.15e-07,bad
1753490957.898,5.342202,2.15e-07,bad
1753490958.118,5.342202,2.15e-07,bad
1753490958.358,5.288514,2.15e-07,bad
1753490958.579,5.288514,2.52e-07,bad
1753490958.803,5.288514,2.90e-07,bad
1753490959.043,5.288514,3.28e-07,bad
1753490959.271,5.359156,3.65e-07,bad
1753490959.490,5.359156,3.65e-07,bad
1753490959.746,5.359156,3.56e-07,bad
1753490960.001,5.359156,3.33e-07,bad
1753490960.259,5.359156,2.97e-07,bad
1753490960.518,5.359156,2.62e-07,bad
1753490960.769,5.359156,2.40e-07,bad
1753490961.033,5.359156,2.31e-07,bad
1753490961.280,5.359156,2.31e-07,bad
1753490961.535,5.359156,2.31e-07,bad
1753490961.790,5.359156,2.31e-07,bad
1753490962.046,5.359156,2.31e-07,bad
1753490962.301,5.288514,2.31e-07,bad
1753490962.554,5.288514,2.69e-07,bad
1753490962.808,5.288514,3.06e-07,bad
1753490963.066,5.288514,3.44e-07,bad
1753490963.321,5.342202,3.82e-07,bad
1753490963.576,5.342202,3.81e-07,bad
1753490963.832,5.342202,3.66e-07,bad
1753490964.100,5.342202,3.39e-07,bad
1753490964.345,5.342202,3.01e-07,bad
1753490964.597,5.342202,2.64e-07,bad
1753490964.853,5.342202,2.35e-07,bad
1753490965.110,5.342202,2.20e-07,bad
1753490965.366,5.342202,2.19e-07,bad
1753490965.620,5.342202,2.19e-07,bad
1753490965.879,5.342202,2.19e-07,bad
1753490966.135,5.342202,2.19e-07,bad
1753490966.392,5.342202,2.37e-07,bad
1753490966.643,5.342202,2.75e-07,bad
1753490966.899,5.342202,3.13e-07,bad
1753490967.156,5.342202,3.50e-07,bad
1753490967.412,5.412844,3.88e-07,bad
1753490967.669,5.412844,3.83e-07,bad
1753490967.922,5.412844,3.64e-07,bad
1753490968.177,5.412844,3.32e-07,bad
1753490968.433,5.412844,2.95e-07,bad
1753490968.689,5.412844,2.58e-07,bad
1753490968.945,5.412844,2.35e-07,bad
1753490969.201,5.412844,2.25e-07,bad
1753490969.457,5.412844,2.25e-07,bad
1753490969.713,5.412844,2.25e-07,bad
1753490969.969,5.412844,2.25e-07,bad
1753490970.224,5.412844,2.25e-07,bad
1753490970.481,5.412844,2.62e-07,bad
1753490970.736,5.412844,3.00e-07,bad
1753490970.991,5.412844,3.37e-07,bad
1753490971.247,5.412844,3.75e-07,bad
1753490971.503,5.412844,3.94e-07,bad
1753490971.757,5.412844,3.84e-07,bad
1753490972.014,5.412844,3.60e-07,bad
1753490972.268,5.412844,3.23e-07,bad
1753490972.523,5.412844,2.86e-07,bad
1753490972.784,5.412844,2.53e-07,bad
1753490973.035,5.412844,2.34e-07,bad
1753490973.289,5.412844,2.29e-07,bad
1753490973.546,5.412844,2.29e-07,bad
1753490973.804,5.412844,2.29e-07,bad
1753490974.059,5.412844,2.29e-07,bad
1753490974.310,5.342202,2.29e-07,bad
1753490974.564,5.342202,2.66e-07,bad
1753490974.820,5.342202,3.04e-07,bad
1753490975.075,5.342202,3.41e-07,bad
1753490975.331,5.342202,3.79e-07,bad
1753490975.587,5.342202,3.77e-07,bad
1753490975.843,5.342202,3.62e-07,bad
1753490976.098,5.342202,3.34e-07,bad
1753490976.354,5.342202,2.96e-07,bad
1753490976.609,5.342202,2.58e-07,bad
1753490976.864,5.342202,2.31e-07,bad
1753490977.122,5.342202,2.17e-07,bad
1753490977.376,5.342202,2.17e-07,bad
1753490977.633,5.342202,2.17e-07,bad
1753490977.888,5.342202,2.17e-07,bad
